Index;CocaCola;Citigroup;Walmart;Nike
06/02/2009;21.775;39.099998;49.630001;12.17
09/02/2009;21.155001;39.5;49.279999;11.9425
10/02/2009;20.334999;33.5;47.720001;11.2625
11/02/2009;20.635;36.900002;48.23;11.0775
12/02/2009;22.195;36.099998;48.130001;11.115
13/02/2009;21.924999;34.900002;46.529999;10.8575
17/02/2009;21.299999;30.6;48.240002;10.485
18/02/2009;21.34;29.1;50;10.88
19/02/2009;21.65;25.1;50.450001;10.7025
20/02/2009;21.42;19.5;50.02;10.7325
23/02/2009;21.045;21.4;48.880001;10.4025
24/02/2009;21.530001;26;50.009998;10.735
25/02/2009;21.184999;25.200001;49.209999;10.5375
26/02/2009;20.535;24.6;48.25;10.2575
27/02/2009;20.424999;15;49.240002;10.3825
02/03/2009;19.844999;12;48.040001;9.94
03/03/2009;19.415001;12.2;47.380001;10.0125
04/03/2009;19.865;11.3;48.490002;10.6375
05/03/2009;18.924999;10.2;49.75;9.985
06/03/2009;19.549999;10.3;48.91;9.985
09/03/2009;19.375;10.5;47.509998;9.6425
10/03/2009;19.58;14.5;48.669998;10.4025
11/03/2009;19.785;15.4;47.459999;10.8575
12/03/2009;20.42;16.700001;48.939999;11.1475
13/03/2009;20.610001;17.799999;49.189999;11.1675
16/03/2009;20.635;23.299999;48.799999;10.9775
17/03/2009;20.725;25.1;50;11.3525
18/03/2009;20.825001;30.799999;50.439999;11.48
19/03/2009;21.09;26;49.950001;11.625
20/03/2009;21.32;26.200001;49.59;11.255
23/03/2009;22.07;31.299999;51.48;11.905
24/03/2009;22.01;30.1;51.080002;11.4
25/03/2009;22.375;29.5;51.68;11.5925
26/03/2009;22.424999;28.1;52.759998;11.9
27/03/2009;22.549999;26.200001;52.57;11.71
30/03/2009;21.959999;23.1;51.759998;11.565
31/03/2009;21.975;25.299999;52.099998;11.7225
01/04/2009;22.43;26.799999;52.82;11.75
02/04/2009;22.67;27.4;53.639999;12.6225
03/04/2009;22.485001;28.5;53.799999;12.9675
06/04/2009;22.495001;27.200001;53.43;12.8175
07/04/2009;22.309999;27.6;52.389999;12.465
08/04/2009;22.495001;27;52.610001;12.56
09/04/2009;22.495001;30.4;50.66;13.3175
13/04/2009;22.365;38;51.529999;13.28
14/04/2009;22.105;40.099998;51.119999;12.85
15/04/2009;22.514999;39.700001;51.290001;13.0275
16/04/2009;22.549999;40.099998;50.779999;13.4425
17/04/2009;22.51;36.5;50.200001;13.6525
20/04/2009;22.165001;29.4;49.27;13.09
21/04/2009;21.545;32.400002;49.830002;13.3175
22/04/2009;21.465;32.5;48.959999;13.75
23/04/2009;21.459999;32;48.860001;13.5975
24/04/2009;21.395;31.9;47.869999;13.6825
27/04/2009;21.120001;30.700001;48.509998;13.5325
28/04/2009;21.139999;28.9;48.470001;13.8975
29/04/2009;21.355;31.200001;50.450001;13.24
30/04/2009;21.525;30.5;50.400002;13.1175
01/05/2009;21.235001;29.700001;50.049999;13.23
04/05/2009;21.584999;32;50.84;13.8175
05/05/2009;21.57;33.099998;50.459999;13.75
06/05/2009;21.469999;38.599998;49.509998;13.6525
07/05/2009;21.4;38.099998;49.889999;13.27
08/05/2009;21.459999;40.200001;50.139999;13.605
11/05/2009;21.375;38.599998;50.630001;13.285
12/05/2009;22.200001;36.599998;50.900002;12.745
13/05/2009;21.815001;34.099998;50.029999;12.38
14/05/2009;22.450001;35.5;49.099998;12.7375
15/05/2009;22.48;34.799999;48.150002;12.4375
18/05/2009;23.035;36.400002;49.919998;12.8
19/05/2009;23.32;37.700001;49.360001;13.01
20/05/2009;23.5;36.900002;48.939999;12.6725
21/05/2009;23.34;37.200001;49.110001;12.8375
22/05/2009;23.65;36.700001;49.25;13.1025
26/05/2009;23.605;37.700001;50;13.5425
27/05/2009;23.315001;37;49.32;13.6025
28/05/2009;23.450001;36.700001;49.549999;13.7775
29/05/2009;24.58;37.200001;49.740002;14.2625
01/06/2009;24.51;36.900002;50.59;14.815
02/06/2009;24.83;35.099998;49.93;14.4575
03/06/2009;24.545;33.900002;50.880001;14.5425
04/06/2009;24.879999;35.700001;50.869999;14.385
05/06/2009;24.719999;34.599998;51.07;14.5725
08/06/2009;24.690001;34.200001;50.810001;14.5
09/06/2009;24.545;34.099998;50.610001;14.665
10/06/2009;24.205;34.799999;50.060001;14.2625
11/06/2009;24.290001;34.799999;49.32;14.155
12/06/2009;24.445;34.700001;49.84;14.1525
15/06/2009;24.055;33.700001;48.459999;13.985
16/06/2009;23.915001;32.5;48.25;13.8325
17/06/2009;23.965;30.799999;48.560001;13.6575
18/06/2009;24.775;31.299999;48.68;14.075
19/06/2009;24.405001;31.700001;48.169998;14.175
22/06/2009;23.995001;30;48.59;13.815
23/06/2009;23.9;30.1;48.349998;13.385
24/06/2009;23.75;30.4;48.509998;13.255
25/06/2009;23.924999;30.299999;49.150002;12.82
26/06/2009;24.065001;30.299999;48.630001;12.71
29/06/2009;24.145;30.200001;48.759998;12.9375
30/06/2009;23.995001;29.700001;48.439999;12.945
01/07/2009;24.59;29.700001;48.369999;13.105
02/07/2009;24.440001;28.799999;47.790001;12.765
06/07/2009;24.5;27.9;47.73;12.9775
07/07/2009;24.32;26.9;47.84;12.8025
08/07/2009;24.254999;26.200001;48.369999;12.8775
09/07/2009;24.355;26.9;48.080002;12.765
10/07/2009;24.155001;25.9;47.57;12.825
13/07/2009;24.525;27.799999;47.830002;12.885
14/07/2009;24.645;29.200001;48.130001;12.975
15/07/2009;25.264999;31.700001;48.549999;13.2325
16/07/2009;25.395;30.299999;48.509998;13.2975
17/07/2009;25.16;30.200001;48.490002;13.11
20/07/2009;25.514999;27.9;48.82;13.2075
21/07/2009;25.174999;26.5;48.860001;13.0175
22/07/2009;24.565001;28;49.169998;12.8825
23/07/2009;24.59;27.700001;48.759998;12.785
24/07/2009;24.68;27.299999;48.939999;13.0425
27/07/2009;24.76;26.9;48.970001;13.0925
28/07/2009;24.695;29.700001;48.919998;13.2275
29/07/2009;24.639999;32.200001;49.369999;13.5925
30/07/2009;24.834999;31.4;49.98;14.0225
31/07/2009;24.92;31.700001;49.880001;14.16
03/08/2009;24.799999;31.799999;49.84;14.155
04/08/2009;24.75;32.5;49.849998;14.385
05/08/2009;24.584999;35.799999;49.200001;14.255
06/08/2009;24.695;38;48.98;14.405
07/08/2009;24.67;38.5;49.290001;14.5175
10/08/2009;24.719999;39.400002;49.720001;14.285
11/08/2009;24.52;36.900002;50.040001;14.1975
12/08/2009;24.23;39.799999;50.509998;14.38
13/08/2009;24.059999;40.599998;51.880001;14.4525
14/08/2009;24.235001;40.400002;51.790001;14.215
17/08/2009;24.35;40;51.57;13.86
18/08/2009;24.305;41.400002;51.360001;13.9025
19/08/2009;24.68;41.299999;51.669998;14.1925
20/08/2009;24.709999;44.799999;51.709999;14.25
21/08/2009;24.955;47;51.360001;13.9125
24/08/2009;24.530001;48.200001;51.549999;14
25/08/2009;24.370001;47.5;51.669998;13.79
26/08/2009;24.59;46.299999;51.799999;13.8625
27/08/2009;24.719999;50.5;51.240002;14.2075
28/08/2009;24.530001;52.299999;51.130001;14.045
31/08/2009;24.385;50;50.869999;13.8475
01/09/2009;24.264999;45.400002;50.970001;13.59
02/09/2009;24.9;45.599998;50.919998;13.3275
03/09/2009;24.790001;47.700001;51.740002;13.4325
04/09/2009;24.975;48.5;51.68;13.5575
08/09/2009;25.205;46.799999;51.400002;13.81
09/09/2009;25.315001;46.599998;51.110001;13.8375
10/09/2009;25.290001;47.5;51.029999;13.855
11/09/2009;25.754999;46.099998;50.720001;13.7475
14/09/2009;26.08;45.200001;50.380001;13.7275
15/09/2009;26.225;41.200001;49.93;13.6725
16/09/2009;26.334999;42;50.040001;14.295
17/09/2009;26.709999;44.200001;49.959999;14.5225
18/09/2009;26.879999;42.599998;50.110001;14.6475
21/09/2009;26.5;44.299999;50.91;14.6375
22/09/2009;26.424999;46.5;50.990002;14.6425
23/09/2009;26.290001;45.200001;50.400002;14.575
24/09/2009;26.17;44.299999;50.700001;14.5425
25/09/2009;26.485001;43.799999;49.470001;14.66
28/09/2009;26.565001;45.700001;49.5;14.75
29/09/2009;26.655001;47;49.23;15.0225
30/09/2009;26.85;48.400002;49.09;16.174999
01/10/2009;26.559999;45.299999;49;15.625
02/10/2009;26.934999;45.200001;49.080002;15.505
05/10/2009;26.9;46.700001;49.060001;15.695
06/10/2009;27.16;46.700001;49.48;15.7725
07/10/2009;27.405001;46.400002;49.490002;15.855
08/10/2009;27.295;46.5;49.740002;16.004999
09/10/2009;27.325001;46.299999;49.970001;15.8975
12/10/2009;27.395;47.700001;49.610001;15.8125
13/10/2009;27.4;48.299999;50.34;15.92
14/10/2009;27.42;50;50.189999;16.225
15/10/2009;27.459999;47.5;50.950001;16.24
16/10/2009;27.504999;45.900002;51.220001;16.275
19/10/2009;27.395;45.400002;51.889999;16.522499
20/10/2009;27.035;44.299999;51.700001;16.272499
21/10/2009;27.035;44.200001;50.630001;16.1875
22/10/2009;27.075001;44.599998;50.48;16.297501
23/10/2009;26.620001;44.599998;50.439999;16.0425
26/10/2009;26.615;42.700001;49.84;15.9375
27/10/2009;26.73;42.700001;49.869999;16.022499
28/10/2009;26.754999;40.799999;49.900002;15.6425
29/10/2009;27.045;43.099998;50.400002;15.9275
30/10/2009;26.655001;40.900002;49.68;15.545
02/11/2009;26.860001;39.900002;50.279999;15.625
03/11/2009;26.559999;40.400002;49.900002;15.665
04/11/2009;26.745001;39.700001;50.380001;15.6825
05/11/2009;27.200001;40.599998;51.279999;16.190001
06/11/2009;27.245001;40.599998;51.25;16.139999
09/11/2009;27.74;41.900002;52;16.33
10/11/2009;27.905001;41.799999;52.310001;16.1175
11/11/2009;28.065001;41.599998;52.970001;16.2325
12/11/2009;27.969999;40.599998;53.240002;16.022499
13/11/2009;28.23;40.5;53.200001;16.105
16/11/2009;28.370001;41.799999;53.16;16.525
17/11/2009;28.434999;42.400002;53.66;16.24
18/11/2009;28.290001;42.900002;54.150002;16.105
19/11/2009;28.440001;42.599998;54.540001;15.89
20/11/2009;28.74;42;54.279999;15.98
23/11/2009;29.120001;42.799999;54.68;16.122499
24/11/2009;29.094999;42.099998;54.849998;16.129999
25/11/2009;29.055;41.700001;54.959999;16.424999
27/11/2009;28.59;40.599998;54.630001;16.262501
30/11/2009;28.6;41.099998;54.549999;16.2225
01/12/2009;29.040001;41;54.75;16.35
02/12/2009;28.98;41;54.57;16.3375
03/12/2009;28.635;40.5;54.439999;16.1675
04/12/2009;28.745001;40.599998;54.240002;16.075001
07/12/2009;28.934999;40.299999;54.93;16.135
08/12/2009;28.84;39.099998;54.41;15.8825
09/12/2009;28.915001;38.599998;54.07;15.4875
10/12/2009;29.290001;38.700001;54.689999;15.675
11/12/2009;29.555;39.5;54.650002;15.965
14/12/2009;29.52;37;54.07;16.040001
15/12/2009;29.530001;35.599998;53.98;16.0875
16/12/2009;29.209999;34.5;53.32;16.012501
17/12/2009;28.49;32;52.759998;15.8125
18/12/2009;28.459999;34;52.849998;16.105
21/12/2009;28.59;34.200001;53.400002;16.219999
22/12/2009;28.635;33.400002;53.34;16.275
23/12/2009;28.645;32.900002;53.32;16.360001
24/12/2009;28.719999;33.5;53.599998;16.3125
28/12/2009;28.719999;33.900002;53.98;16.375
29/12/2009;28.870001;33.700001;54.110001;16.5525
30/12/2009;28.84;33.200001;54.299999;16.535
31/12/2009;28.5;33.099998;53.450001;16.5175
04/01/2010;28.52;34;54.23;16.3375
05/01/2010;28.174999;35.299999;53.689999;16.4025
06/01/2010;28.165001;36.400002;53.57;16.3025
07/01/2010;28.094999;36.5;53.599998;16.4625
08/01/2010;27.575001;35.900002;53.330002;16.43
11/01/2010;28.135;36.299999;54.209999;16.227501
12/01/2010;28.440001;35.200001;54.73;16.205
13/01/2010;28.514999;35;55.009998;16.35
14/01/2010;28.565001;35.099998;54.209999;16.247499
15/01/2010;28.145;34.200001;53.68;16.0975
19/01/2010;28.209999;35.400002;54.029999;16.1775
20/01/2010;27.75;34.599998;53.860001;16.045
21/01/2010;27.184999;32.700001;52.919998;15.91
22/01/2010;27.120001;32.5;52.939999;15.745
25/01/2010;27.174999;32.299999;52.880001;15.9175
26/01/2010;27.07;31.5;53.610001;15.935
27/01/2010;27.254999;32;53.400002;16
28/01/2010;27.09;32.400002;52.610001;15.88
29/01/2010;27.125;33.200001;53.43;15.9375
01/02/2010;27.190001;33.400002;53.48;16.025
02/02/2010;27.525;34.099998;53.490002;15.9825
03/02/2010;27.434999;33.700001;54.27;16
04/02/2010;26.715;31.799999;52.970001;15.5225
05/02/2010;26.545;32.200001;53.450001;15.425
08/02/2010;26.325001;31.5;52.93;15.325
09/02/2010;27.004999;31.799999;53.25;15.6275
10/02/2010;26.895;32;53.240002;15.66
11/02/2010;27.110001;32.099998;53.080002;15.7375
12/02/2010;26.99;31.799999;52.900002;15.6225
16/02/2010;27.41;33.099998;53.560001;15.9125
17/02/2010;27.665001;34.099998;54.060001;16.120001
18/02/2010;27.955;34.299999;53.470001;16.110001
19/02/2010;27.860001;34.200001;53.490002;16.0875
22/02/2010;27.690001;34.599998;53.830002;16.077499
23/02/2010;27.415001;33.5;53.619999;16.032499
24/02/2010;27.58;34.5;53.919998;16.2325
25/02/2010;26.559999;33.900002;54.150002;16.540001
26/02/2010;26.360001;34;54.07;16.9
01/03/2010;26.635;33.900002;53.900002;17.059999
02/03/2010;26.65;34;53.59;17.0075
03/03/2010;26.965;34;53.66;16.91
04/03/2010;27.235001;34.299999;53.959999;16.907499
05/03/2010;27.35;35;54.139999;17.08
08/03/2010;27.23;35.599998;54.150002;17.205
09/03/2010;27.09;38.200001;54.060001;17.2325
10/03/2010;27.1;39.599998;53.630001;17.280001
11/03/2010;26.799999;41.799999;53.970001;17.4375
12/03/2010;26.674999;39.700001;53.900002;17.475
15/03/2010;26.825001;38.900002;55.419998;17.5975
16/03/2010;26.85;40.5;55.990002;17.594999
17/03/2010;26.92;40.5;55.919998;17.719999
18/03/2010;26.975;40.200001;55.939999;18.665001
19/03/2010;27.375;39;55.34;18.379999
22/03/2010;27.27;40.400002;55.619999;18.469999
23/03/2010;27.65;41.299999;55.889999;18.622499
24/03/2010;27.309999;41.5;55.580002;18.344999
25/03/2010;27.4;42.700001;55.610001;18.3925
26/03/2010;27.325001;43.099998;55.509998;18.4725
29/03/2010;27.385;41.799999;55.740002;18.4925
30/03/2010;27.434999;40.900002;55.91;18.452499
31/03/2010;27.5;40.5;55.599998;18.375
01/04/2010;27.65;41.799999;55.490002;18.502501
05/04/2010;27.43;42.599998;55.490002;18.5275
06/04/2010;27.145;42.900002;55.529999;18.477501
07/04/2010;26.91;43.599998;55.279999;18.397499
08/04/2010;26.879999;44.700001;55.380001;18.497499
09/04/2010;27.295;45.5;55.07;18.795
12/04/2010;27.379999;46.400002;55.02;18.8825
13/04/2010;27.51;46.200001;54.720001;18.877501
14/04/2010;27.475;49.299999;54.639999;18.950001
15/04/2010;27.129999;48.099998;54.130001;18.91
16/04/2010;27.485001;45.599998;54.110001;18.7925
19/04/2010;27.66;48.799999;54.389999;18.895
20/04/2010;27.235001;49.700001;54.52;19.09
21/04/2010;27.094999;49.299999;54.470001;19.18
22/04/2010;27.155001;48.700001;54.490002;19.557501
23/04/2010;26.940001;48.599998;54.529999;19.475
26/04/2010;26.865;46.099998;54.040001;19.504999
27/04/2010;26.434999;43.400002;54.040001;19.184999
28/04/2010;26.68;44.5;53.610001;19.110001
29/04/2010;26.870001;45.599998;53.700001;19.3925
30/04/2010;26.725;43.700001;53.639999;18.977501
03/05/2010;26.879999;44.099998;53.740002;19.442499
04/05/2010;26.59;42.599998;54.02;19.3375
05/05/2010;26.83;41.799999;54.77;18.8025
06/05/2010;26.15;40.400002;53.23;18.075001
07/05/2010;26.334999;40;52.400002;17.6525
10/05/2010;27.02;42.200001;52.580002;19.1625
11/05/2010;26.805;41.700001;52.459999;19.1075
12/05/2010;27.01;41.799999;52.48;19.4625
13/05/2010;26.745001;40.900002;52.400002;18.887501
14/05/2010;26.67;39.799999;52.119999;18.434999
17/05/2010;26.705;38.599998;52.73;18.407499
18/05/2010;26.549999;37.299999;53.709999;18.2325
19/05/2010;26.559999;38.099998;53.040001;18.0625
20/05/2010;25.77;36.299999;51.299999;17.577499
21/05/2010;25.795;37.5;51.369999;17.8475
24/05/2010;25.73;37.799999;51;17.834999
25/05/2010;25.309999;37.799999;50.279999;18.227501
26/05/2010;25.040001;38.599998;50.02;18.129999
27/05/2010;25.615;40.200001;50.700001;18.475
28/05/2010;25.700001;39.599998;50.560001;18.094999
01/06/2010;25.645;38.5;50.919998;17.795
02/06/2010;26.205;39.200001;51.720001;18.25
03/06/2010;26.375;39.599998;51.720001;18.407499
04/06/2010;25.635;37.900002;50.400002;17.692499
07/06/2010;25.4;36.400002;50.740002;17.397499
08/06/2010;25.780001;37.200001;50.779999;17.565001
09/06/2010;25.674999;38.700001;50.990002;17.502501
10/06/2010;26.225;39;51.220001;17.9375
11/06/2010;25.825001;38.799999;50.860001;18.0825
14/06/2010;25.754999;38.799999;51.240002;18.055
15/06/2010;26.09;39.900002;51.639999;18.495001
16/06/2010;26.200001;39.900002;50.98;18.4575
17/06/2010;26.18;39.599998;51.41;18.6425
18/06/2010;26.155001;40.099998;51.549999;18.735001
21/06/2010;26.24;40.200001;51.02;18.5875
22/06/2010;26.23;39.400002;50.68;18.115
23/06/2010;26.120001;38.900002;50.810001;18.129999
24/06/2010;25.9;37.799999;50.029999;17.407499
25/06/2010;25.129999;39.400002;48.799999;17.530001
28/06/2010;25.540001;40;49.57;17.625
29/06/2010;25.165001;37.299999;48.900002;17.0425
30/06/2010;25.059999;37.599998;48.07;16.887501
01/07/2010;25.014999;37.799999;48.34;17.0175
02/07/2010;25.025;37.900002;48;16.965
06/07/2010;25.215;37.900002;48.57;16.8025
07/07/2010;25.735001;39;48.919998;17.139999
08/07/2010;26.209999;39.700001;49.18;17.57
09/07/2010;26.200001;40.400002;49.43;17.5375
12/07/2010;26.225;41.099998;50.119999;17.452499
13/07/2010;26.360001;43;50.540001;17.6175
14/07/2010;26.41;42.099998;50.349998;17.635
15/07/2010;26.424999;41.599998;50.41;17.6625
16/07/2010;26.184999;39;49.669998;17.24
19/07/2010;26.135;39.799999;49.52;17.1525
20/07/2010;26.620001;39.900002;50.880001;17.459999
21/07/2010;27.040001;39.400002;50.349998;17.4125
22/07/2010;27.129999;40.900002;50.860001;17.889999
23/07/2010;27.375;40.200001;51.669998;18.184999
26/07/2010;27.469999;41.5;51.130001;18.305
27/07/2010;27.525;41.599998;50.959999;18.42
28/07/2010;27.440001;40.900002;51.130001;18.2775
29/07/2010;27.495001;41.200001;51.060001;18.3825
30/07/2010;27.555;41;51.189999;18.41
02/08/2010;28.205;41.900002;51.41;18.58
03/08/2010;28.190001;41.299999;51.290001;18.275
04/08/2010;28.275;41.400002;51.599998;18.5
05/08/2010;28.184999;41;51.619999;18.514999
06/08/2010;28.375;40.599998;51.790001;18.49
09/08/2010;28.555;40.799999;52.060001;18.530001
10/08/2010;28.49;40;52.220001;18.477501
11/08/2010;28.02;38.5;51.02;18.02
12/08/2010;27.844999;38.700001;50.43;17.879999
13/08/2010;27.865;38.799999;50.400002;17.645
16/08/2010;27.940001;38.700001;50.41;17.764999
17/08/2010;28.059999;38.5;51.02;17.9275
18/08/2010;27.92;38.599998;50.860001;18.059999
19/08/2010;27.639999;37.900002;50.060001;17.834999
20/08/2010;27.65;37.5;50.220001;17.815001
23/08/2010;27.799999;37.5;51.139999;17.737499
24/08/2010;27.83;37.099998;51.299999;17.512501
25/08/2010;27.695;36.799999;51.549999;17.532499
26/08/2010;27.58;36.599998;50.970001;17.5975
27/08/2010;28.08;37.599998;51;17.735001
30/08/2010;27.775;36.700001;50.549999;17.59
31/08/2010;27.940001;37.099998;50.139999;17.5
01/09/2010;28.655001;38.5;51.200001;18.032499
02/09/2010;28.690001;38.799999;51.759998;18.24
03/09/2010;28.780001;39.099998;52.040001;18.5625
07/09/2010;28.815001;38.299999;51.860001;18.504999
08/09/2010;28.915001;38.400002;51.830002;18.535
09/09/2010;29.145;39.099998;51.91;18.48
10/09/2010;29.26;39.099998;51.970001;18.4375
13/09/2010;29.014999;39.900002;52.209999;18.67
14/09/2010;28.795;39.400002;52.66;18.817499
15/09/2010;28.709999;39.200001;52.860001;19.139999
16/09/2010;28.754999;39.700001;53.150002;19.16
17/09/2010;28.780001;39.5;53.009998;19.315001
20/09/2010;28.985001;39.900002;53.540001;19.592501
21/09/2010;29.055;39.400002;53.57;19.422501
22/09/2010;29.115;38.799999;53.82;19.327499
23/09/2010;28.934999;38;53.650002;19.4175
24/09/2010;29.309999;39;54.080002;19.8925
27/09/2010;29.299999;38.700001;53.48;19.7775
28/09/2010;29.549999;38.799999;53.82;20.16
29/09/2010;29.379999;39.200001;53.349998;19.9825
30/09/2010;29.26;39.099998;53.52;20.035
01/10/2010;29.559999;40.900002;53.360001;20.0625
04/10/2010;29.440001;40.299999;53.57;19.969999
05/10/2010;29.83;41.299999;54;20.325001
06/10/2010;29.9;41;54.560001;20.327499
07/10/2010;29.719999;41.799999;54.360001;20.247499
08/10/2010;29.705;41.900002;54.41;20.51
11/10/2010;29.780001;41.799999;54.610001;20.495001
12/10/2010;29.799999;42.400002;53.919998;20.4725
13/10/2010;29.969999;42.5;53.82;20.504999
14/10/2010;29.955;40.599998;53.25;20.442499
15/10/2010;29.969999;39.5;53.349998;20.5
18/10/2010;30;41.700001;53.759998;20.415001
19/10/2010;30.17;40.599998;53.32;20.182501
20/10/2010;30.575001;41.099998;53.470001;20.309999
21/10/2010;30.735001;40.700001;54.029999;20.5275
22/10/2010;30.805;41.099998;54.060001;20.48
25/10/2010;30.504999;42.099998;53.950001;20.512501
26/10/2010;30.620001;41.799999;54.560001;20.455
27/10/2010;30.594999;41.700001;53.869999;20.2575
28/10/2010;30.605;41.700001;54.080002;20.2775
29/10/2010;30.66;41.700001;54.169998;20.360001
01/11/2010;30.855;41.5;54.310001;20.275
02/11/2010;30.93;41.700001;54.790001;20.4375
03/11/2010;30.975;41.900002;54.91;20.4575
04/11/2010;31.225;43.299999;55.360001;20.852501
05/11/2010;31.290001;44.900002;55.200001;21.0275
08/11/2010;31.23;44.400002;54.91;20.9025
09/11/2010;31.32;43;55.049999;20.799999
10/11/2010;31.275;44.200001;54.509998;20.969999
11/11/2010;31.4;43.599998;54.34;20.9175
12/11/2010;31.459999;42.900002;54.130001;20.655001
15/11/2010;31.48;43.200001;53.950001;20.450001
16/11/2010;31.040001;42.200001;54.259998;20.127501
17/11/2010;31.26;41.900002;53.77;20.3475
18/11/2010;31.92;43;53.98;20.6175
19/11/2010;32.16;42.700001;54.389999;21.452499
22/11/2010;32.134998;41.799999;54.380001;21.48
23/11/2010;31.809999;41;53.669998;21.315001
24/11/2010;32.305;41.700001;54.009998;21.6325
26/11/2010;32.055;41.099998;53.740002;21.49
29/11/2010;31.695;41.5;53.849998;21.290001
30/11/2010;31.584999;42;54.09;21.532499
01/12/2010;32.349998;43;54.700001;21.91
02/12/2010;32.450001;44.200001;54.75;21.9575
03/12/2010;32.25;44.5;54.619999;21.8825
06/12/2010;31.995001;44.5;54.490002;21.932501
07/12/2010;32.07;46.200001;55.09;21.797501
08/12/2010;32.195;46.400002;54.490002;21.83
09/12/2010;32.415001;46.900002;54.34;21.8675
10/12/2010;32.325001;47.700001;54.279999;21.950001
13/12/2010;32.424999;48.099998;54.209999;22.307501
14/12/2010;31.950001;46.900002;54.450001;22.32
15/12/2010;32.369999;45.900002;54.23;22.145
16/12/2010;32.669998;45.900002;54.630001;22.307501
17/12/2010;32.849998;47;54.41;22.512501
20/12/2010;32.654999;47.099998;53.77;22.567499
21/12/2010;32.744999;47.400002;53.650002;23.075001
22/12/2010;32.794998;47.299999;53.310001;21.737499
23/12/2010;32.790001;46.799999;53.599998;21.512501
27/12/2010;32.535;47.700001;53.57;21.4575
28/12/2010;32.68;47.799999;53.740002;21.5825
29/12/2010;32.724998;47.700001;54.080002;21.317499
30/12/2010;32.75;47.599998;54.07;21.440001
31/12/2010;32.884998;47.299999;53.93;21.355
03/01/2011;32.610001;49;54.560001;21.522499
04/01/2011;31.934999;49;54.77;20.9925
05/01/2011;31.745001;49.700001;54.41;21.129999
06/01/2011;31.514999;49.5;53.959999;20.940001
07/01/2011;31.459999;49.400002;54.080002;20.8825
10/01/2011;31.530001;49.099998;53.73;21.0425
11/01/2011;31.344999;49.400002;54.290001;21.004999
12/01/2011;31.52;50.799999;54.849998;20.932501
13/01/2011;31.700001;50.400002;54.790001;20.639999
14/01/2011;31.565001;51.299999;54.810001;21.0175
18/01/2011;31.74;48;55.139999;21.014999
19/01/2011;31.709999;47.599998;55.029999;20.915001
20/01/2011;31.465;48;55.990002;20.7675
21/01/2011;31.385;48.900002;55.73;20.575001
24/01/2011;31.625;48.599998;56.049999;20.665001
25/01/2011;31.48;48.200001;57.259998;20.719999
26/01/2011;31.48;48.099998;57.32;21
27/01/2011;31.35;48.299999;57.57;20.692499
28/01/2011;31.105;47.200001;56.700001;20.365
31/01/2011;31.424999;48.200001;56.07;20.620001
01/02/2011;31.525;49;56.330002;20.887501
02/02/2011;31.43;48.5;55.860001;20.977501
03/02/2011;31.285;48.099998;55.919998;20.950001
04/02/2011;31.280001;48.200001;56.029999;21.434999
07/02/2011;31.26;49;56.07;21.625
08/02/2011;31.434999;48.900002;56.380001;21.6775
09/02/2011;31.575001;48.400002;56.73;21.8125
10/02/2011;31.77;47.799999;55.59;21.6975
11/02/2011;31.785;48.799999;55.689999;21.5525
14/02/2011;31.57;49.099998;54.799999;21.442499
15/02/2011;31.594999;49.099998;54.950001;21.387501
16/02/2011;31.700001;49;54.549999;21.4375
17/02/2011;32.275002;49.400002;54.75;21.51
18/02/2011;32.275002;49.099998;55.380001;22.205
22/02/2011;31.879999;46.900002;53.669998;21.807501
23/02/2011;31.955;47;53.029999;21.547501
24/02/2011;31.940001;46.900002;52.09;21.629999
25/02/2011;32.154999;47;51.75;21.995001
28/02/2011;31.959999;46.799999;51.98;22.2575
01/03/2011;32.455002;45.700001;52.07;21.924999
02/03/2011;32.215;46;51.970001;22.0825
03/03/2011;32.785;46.799999;52.009998;22.459999
04/03/2011;32.605;45.400002;52.07;22.469999
07/03/2011;32.610001;45.200001;52.02;22.23
08/03/2011;32.82;46.400002;52.439999;22.297501
09/03/2011;32.810001;46.5;52.669998;22.237499
10/03/2011;32.645;45.400002;52.650002;22.045
11/03/2011;32.404999;45.700001;52.59;21.7925
14/03/2011;31.969999;45.400002;52.32;21.5525
15/03/2011;31.514999;44.400002;52.060001;21.3325
16/03/2011;30.799999;43.900002;51.380001;21.205
17/03/2011;31.139999;44.5;51.369999;21.352501
18/03/2011;31.35;45;51.52;19.397499
21/03/2011;31.785;44.299999;51.919998;19.209999
22/03/2011;31.754999;44.200001;52;18.862499
23/03/2011;32.134998;44;51.639999;19.305
24/03/2011;32.345001;44.299999;52.59;19.182501
25/03/2011;32.610001;44.599998;52.349998;19.165001
28/03/2011;32.514999;44.299999;52.189999;18.9725
29/03/2011;32.860001;44.5;52.259998;19.09
30/03/2011;33.02;44.5;52.360001;19.1875
31/03/2011;33.169998;44.200001;52.049999;18.924999
01/04/2011;33.610001;44.5;52.130001;19.1325
04/04/2011;33.830002;44.299999;52.650002;19.352501
05/04/2011;33.735001;44.700001;52.740002;19.4825
06/04/2011;33.814999;45.900002;52.98;19.6675
07/04/2011;33.720001;45.799999;53;19.522499
08/04/2011;33.634998;45.599998;52.540001;19.3475
11/04/2011;33.700001;45.299999;52.82;19.532499
12/04/2011;33.450001;45.5;53.52;19.549999
13/04/2011;33.639999;45;53.630001;19.852501
